iter	Logloss
0	0.6762378899
1	0.6600354459
2	0.6454598694
3	0.6311485146
4	0.6183545178
5	0.6068428426
6	0.5955275302
7	0.5851769761
8	0.5753804924
9	0.5659504567
10	0.5575650233
11	0.5498136129
12	0.5424611946
13	0.5355789843
14	0.529268742
15	0.5230089083
16	0.5173226775
17	0.512383056
18	0.507510047
19	0.503134094
20	0.4989889647
21	0.4949549927
22	0.4912306223
23	0.4881029182
24	0.4848619937
25	0.4819866023
26	0.4791790056
27	0.4764840997
28	0.4737171955
29	0.4712513225
30	0.4690551331
31	0.4671105214
32	0.4648876326
33	0.4629591768
34	0.4611076584
35	0.4593494167
36	0.4576498088
37	0.4561821838
38	0.4547590494
39	0.4535370788
40	0.4523319025
41	0.4510718526
42	0.4500570862
43	0.449109665
44	0.4480514575
45	0.447145342
46	0.4461889347
47	0.4453127638
48	0.4444304068
49	0.4437261099
50	0.4429939804
51	0.4421476504
52	0.4415052203
53	0.4407790172
54	0.4401326793
55	0.4396076467
56	0.43899837
57	0.4384926948
58	0.4379629905
59	0.4375101963
60	0.4370056614
61	0.4365026147
62	0.4361062803
63	0.4356893498
64	0.4353127243
65	0.4349082698
66	0.4344986614
67	0.4341108058
68	0.4336924018
69	0.4333904854
70	0.4330636378
71	0.4327983257
72	0.4326173844
73	0.4322652611
74	0.4318836278
75	0.431611935
76	0.4313185495
77	0.4309988469
78	0.4307372159
79	0.4304767159
80	0.4302181123
81	0.429946316
82	0.429756516
83	0.4294476556
84	0.429164038
85	0.4288667899
86	0.428636206
87	0.4283786667
88	0.4281946352
89	0.4279422685
90	0.4277502897
91	0.4274513761
92	0.4272464015
93	0.4271173972
94	0.426781662
95	0.4266238127
96	0.4264438349
97	0.4262840363
98	0.4261823401
99	0.426051321
100	0.4258220171
101	0.4256629722
102	0.4253743098
103	0.4251788417
104	0.4250143834
105	0.42487337
106	0.4246965005
107	0.4244889039
108	0.4243663822
109	0.4242719664
110	0.4241359396
111	0.4239374132
112	0.4237933267
113	0.4235945008
114	0.4234429237
115	0.4233391798
116	0.4232205143
117	0.4231136268
118	0.4228662116
119	0.4227241064
120	0.4225624968
121	0.4223997363
122	0.4222699149
123	0.4220595739
124	0.4218688842
125	0.4217321947
126	0.4216263985
127	0.421430067
128	0.421320744
129	0.4211328552
130	0.4209176397
131	0.4207914893
132	0.4206449433
133	0.4204749656
134	0.4203828569
135	0.4201817848
136	0.4199607749
137	0.4198804426
138	0.4197541022
139	0.4196049092
140	0.4194667853
141	0.4193534738
142	0.4191471513
143	0.4190264134
144	0.4189228537
145	0.4187652319
146	0.41858918
147	0.418471495
148	0.4183283344
149	0.4181968755
150	0.4181068271
151	0.4179817137
152	0.4178740307
153	0.4177540484
154	0.4176455788
155	0.4174950266
156	0.4173438278
157	0.4172020357
158	0.417085465
159	0.4169312308
160	0.4168294817
161	0.4167433108
162	0.4166384383
163	0.4165724733
164	0.4164474349
165	0.4162596659
166	0.4160700517
167	0.4159319376
168	0.4157692814
169	0.4156141376
170	0.4154858181
171	0.4153714772
172	0.4152573928
173	0.4150937598
174	0.4149839671
175	0.414841431
176	0.4147763148
177	0.4147042551
178	0.4146663162
179	0.4146219029
180	0.4144497119
181	0.4142947079
182	0.4141867677
183	0.4140857413
184	0.4138959054
185	0.4137641062
186	0.4136066842
187	0.4135317652
188	0.4134277722
189	0.4133174425
190	0.4132038726
191	0.413042101
192	0.4129417589
193	0.4128098602
194	0.412674133
195	0.4125129383
196	0.4124186109
197	0.4123296629
198	0.4122419726
199	0.4121171003
200	0.4119799661
201	0.4118871921
202	0.4118079637
203	0.4117358565
204	0.4115821714
205	0.4114684759
206	0.4113765806
207	0.4113014563
208	0.4112305105
209	0.4111606733
210	0.4110157691
211	0.4108926167
212	0.4108460643
213	0.4107770602
214	0.4106790116
215	0.4106073875
216	0.4104959317
217	0.4103444467
218	0.4102360679
219	0.4101827341
220	0.4100844788
221	0.4099740137
222	0.4098582239
223	0.4096912767
224	0.4095864821
225	0.4094758106
226	0.4093546137
227	0.4091539655
228	0.4090918759
229	0.4089144242
230	0.4088628396
231	0.408772415
232	0.4087097959
233	0.4085932352
234	0.4085254585
235	0.4083871983
236	0.4082359899
237	0.4080882802
238	0.4080050646
239	0.4078809774
240	0.4077563359
241	0.4077071427
242	0.4075876205
243	0.4074087514
244	0.4072734487
245	0.407182332
246	0.4070516226
247	0.4069512126
248	0.4068104458
249	0.4067349477
250	0.4066563523
251	0.4065261772
252	0.406458173
253	0.406360022
254	0.406256831
255	0.4061751893
256	0.4061277556
257	0.4060744589
258	0.4059433075
259	0.4058366791
260	0.4057786298
261	0.4056766124
262	0.4055640689
263	0.405463543
264	0.4053117567
265	0.4052383705
266	0.4050464521
267	0.4049344566
268	0.4047936063
269	0.404647518
270	0.4045496858
271	0.4044593203
272	0.4043300292
273	0.4042439088
274	0.404154403
275	0.4040599926
276	0.4039978347
277	0.4039261437
278	0.403871258
279	0.4037703927
280	0.4036763236
281	0.403561143
282	0.4033997283
283	0.4032214172
284	0.4031060461
285	0.4030446277
286	0.4029321038
287	0.4028126268
288	0.4027013552
289	0.4025973294
290	0.402495995
291	0.4024055431
292	0.4023715521
293	0.4022067836
294	0.4020305638
295	0.4018728463
296	0.4016754929
297	0.4016118259
298	0.4015287729
299	0.4013873061
300	0.4013067977
301	0.4011528961
302	0.40108401
303	0.4010109469
304	0.4009110846
305	0.4008424003
306	0.4007794259
307	0.4006240315
308	0.4005223082
309	0.4003934044
310	0.4002420653
311	0.4001209466
312	0.4000166483
313	0.3999040506
314	0.3997517484
315	0.3996645361
316	0.3995618478
317	0.3994822022
318	0.399373974
319	0.3992485651
320	0.3991108224
321	0.3990474832
322	0.398886449
323	0.3987648529
324	0.3986656655
325	0.398545946
326	0.3984269072
327	0.398309768
328	0.3982454156
329	0.3981795788
330	0.3980611425
331	0.3979686392
332	0.3978424347
333	0.3977165842
334	0.3976086021
335	0.3974881196
336	0.3973799873
337	0.3972662415
338	0.3971854384
339	0.3970691079
340	0.3969666319
341	0.396847436
342	0.3967048883
343	0.3965874363
344	0.396441297
345	0.3963041138
346	0.3962000689
347	0.3960901237
348	0.3959280556
349	0.3958194875
350	0.3957376813
351	0.3956381447
352	0.3955493296
353	0.3954761786
354	0.3953691103
355	0.3952646213
356	0.3951546764
357	0.3950820933
358	0.3950249638
359	0.3949314582
360	0.3948302213
361	0.3947676943
362	0.3946409583
363	0.3945582638
364	0.3944936809
365	0.3944165517
366	0.3943185678
367	0.3942338756
368	0.3941383018
369	0.3940436078
370	0.3939042437
371	0.3938091561
372	0.3937396842
373	0.3936345101
374	0.3935414855
375	0.3933654515
376	0.3932199681
377	0.3931595355
378	0.3930465956
379	0.3929116828
380	0.3927629236
381	0.3925942285
382	0.3924487401
383	0.3923522069
384	0.3922062438
385	0.3921153204
386	0.3920388879
387	0.3919384582
388	0.3918438057
389	0.3917556723
390	0.3916362577
391	0.3915504559
392	0.3913944977
393	0.3912830728
394	0.3911838488
395	0.3911054115
396	0.3910449529
397	0.3909526556
398	0.3908552735
399	0.3907362106
400	0.3906502285
401	0.3905483211
402	0.3904529531
403	0.390294148
404	0.3901811434
405	0.390077055
406	0.3899143716
407	0.3898350943
408	0.3897158324
409	0.3895907671
410	0.3894561361
411	0.3893486736
412	0.3892332763
413	0.3891656978
414	0.3890703814
415	0.3889235945
416	0.3888091363
417	0.3887642233
418	0.3886401127
419	0.3885376437
420	0.3884353843
421	0.3883554683
422	0.388298193
423	0.388232822
424	0.388180967
425	0.3880886941
426	0.3879708488
427	0.3878248732
428	0.3877507201
429	0.3876912254
430	0.3876082535
431	0.3875179313
432	0.3874391104
433	0.3872931577
434	0.3872000959
435	0.3870647631
436	0.3868943835
437	0.3867455422
438	0.386632462
439	0.3864642394
440	0.386377927
441	0.3862636247
442	0.3861417057
443	0.3860041875
444	0.3858678613
445	0.3857454863
446	0.3856543072
447	0.3854886855
448	0.3853821623
449	0.3852934937
450	0.3852366333
451	0.3851199692
452	0.3850424944
453	0.3849975411
454	0.3849063827
455	0.3847364271
456	0.3846009559
457	0.3844947754
458	0.3844289483
459	0.3843202125
460	0.3842444788
461	0.3841829819
462	0.3840858506
463	0.3840054723
464	0.3839282122
465	0.3838142089
466	0.3837091376
467	0.3836245649
468	0.3835345444
469	0.3834143331
470	0.3832989292
471	0.3831851986
472	0.3831094348
473	0.3830179578
474	0.382874203
475	0.3827688936
476	0.3826826827
477	0.3826194212
478	0.3825267867
479	0.3824367444
480	0.3823560362
481	0.3822435256
482	0.3821257294
483	0.3820222706
484	0.3819667614
485	0.381868158
486	0.3817482712
487	0.3816225358
488	0.3815469185
489	0.3814348212
490	0.3812390438
491	0.3810700276
492	0.3809468883
493	0.3808439748
494	0.3807391405
495	0.380668922
496	0.3805909507
497	0.3804977646
498	0.3803828386
499	0.3803058768
500	0.3802191682
501	0.3801360101
502	0.3800128533
503	0.3799369029
504	0.3798481816
505	0.3797651248
506	0.3796329183
507	0.3795787982
508	0.3794272392
509	0.3792586688
510	0.3791323332
511	0.3790223793
512	0.3788907004
513	0.3787892722
514	0.3786495167
515	0.3785203897
516	0.3783477594
517	0.3782352379
518	0.3781798166
519	0.378016113
520	0.3779268827
521	0.3778283387
522	0.3777273773
523	0.3776788147
524	0.3775601191
525	0.3774522027
526	0.3773487392
527	0.3772150825
528	0.3771196151
529	0.37700963
530	0.3769409838
531	0.3768033895
532	0.3767265801
533	0.3766530738
534	0.3765645518
535	0.3765012655
536	0.3764082008
537	0.376320153
538	0.3762393199
539	0.3761387295
540	0.3760097564
541	0.3759404349
542	0.3758195419
543	0.3756862582
544	0.3755645275
545	0.3754599121
546	0.3753741952
547	0.3752369114
548	0.3751635522
549	0.3750426137
550	0.3749671725
551	0.3748342401
552	0.3747561356
553	0.3746558764
554	0.3745812137
555	0.3745305596
556	0.3744184125
557	0.3743248458
558	0.3742376176
559	0.3741676146
560	0.3740889552
561	0.3739668945
562	0.3738707507
563	0.3738347033
564	0.3737404999
565	0.3736363721
566	0.3735562753
567	0.3734214541
568	0.3733823861
569	0.3732638067
570	0.373171613
571	0.3730691483
572	0.372984921
573	0.3728813522
574	0.3727188246
575	0.3726369896
576	0.3724984797
577	0.3724101758
578	0.3723530364
579	0.3722691575
580	0.3721199569
581	0.3720450464
582	0.3719536486
583	0.371847262
584	0.3716996013
585	0.3715765793
586	0.3714575255
587	0.3713524597
588	0.3712051622
589	0.3711205578
590	0.3709598663
591	0.3708806373
592	0.3707882051
593	0.3706761708
594	0.3705710876
595	0.3704480838
596	0.3703435446
597	0.3702303517
598	0.3701325573
599	0.3700322694
600	0.3699182245
601	0.3697946646
602	0.3697193357
603	0.3696470219
604	0.3695694808
605	0.3694366651
606	0.3693432829
607	0.3692601572
608	0.3691483937
609	0.3690295816
610	0.3689135826
611	0.3688315123
612	0.3687005425
613	0.3686295991
614	0.3685684617
615	0.3685134873
616	0.368383423
617	0.3683435864
618	0.3682767355
619	0.3681628577
620	0.3680929156
621	0.3679838047
622	0.3679022924
623	0.3678180906
624	0.367659781
625	0.3676197675
626	0.3674913413
627	0.3673903724
628	0.3672696554
629	0.3671857229
630	0.3670646284
631	0.3670086168
632	0.3669062595
633	0.3668172574
634	0.3666990723
635	0.3666128994
636	0.3665244997
637	0.3664396352
638	0.3663394395
639	0.3662663318
640	0.3661949737
641	0.3661004962
642	0.3659995606
643	0.3658853032
644	0.3657859858
645	0.3656767992
646	0.3656082327
647	0.3654876063
648	0.3654333388
649	0.36528826
650	0.3651750622
651	0.3650732934
652	0.3649516904
653	0.364895101
654	0.3648129512
655	0.3646908846
656	0.3645640977
657	0.3644715176
658	0.3643407322
659	0.3642078776
660	0.3641208456
661	0.3640347314
662	0.3639560024
663	0.3638330388
664	0.3637415932
665	0.3636704241
666	0.3634943171
667	0.3633679486
668	0.3632558064
669	0.3631704967
670	0.3630885453
671	0.3630199302
672	0.3629361643
673	0.3628773346
674	0.362782534
675	0.3627016888
676	0.3625930497
677	0.3624925842
678	0.3623812345
679	0.3622909715
680	0.3621890653
681	0.3620981334
682	0.3619919253
683	0.3618612588
684	0.3617744097
685	0.3617049408
686	0.3616040752
687	0.361536449
688	0.3614583086
689	0.3613931385
690	0.3612960659
691	0.3612340685
692	0.3611212794
693	0.3610068564
694	0.3608372282
695	0.3607847047
696	0.3606962193
697	0.3606451775
698	0.3605055095
699	0.3604578938
700	0.3603556831
701	0.3602324578
702	0.3601388068
703	0.3599801801
704	0.3598488012
705	0.3597956522
706	0.3597138883
707	0.3596616892
708	0.3595247204
709	0.3594247629
710	0.3593292798
711	0.3592511809
712	0.3591666054
713	0.3590872517
714	0.358997466
715	0.3589252643
716	0.358807139
717	0.3587164017
718	0.3586840975
719	0.3585719153
720	0.3584222723
721	0.3583127505
722	0.3582232766
723	0.3581751609
724	0.3580322972
725	0.3579570258
726	0.3578150711
727	0.3576928615
728	0.3576304694
729	0.3575117366
730	0.3574458551
731	0.3573142094
732	0.3572475041
733	0.3571366973
734	0.3570241106
735	0.3569770282
736	0.3568847146
737	0.3567978338
738	0.3566886936
739	0.3566153994
740	0.3565455718
741	0.3564758212
742	0.3563950114
743	0.3562979745
744	0.3562003289
745	0.356115296
746	0.3559842539
747	0.3558877869
748	0.3558001789
749	0.3557557349
750	0.3556044781
751	0.3555061232
752	0.3554454319
753	0.3553887781
754	0.3553120182
755	0.3552553246
756	0.3551395951
757	0.355048446
758	0.3548651417
759	0.3547414096
760	0.3546529153
761	0.3545705502
762	0.3545061423
763	0.3543885197
764	0.3543419637
765	0.3542747073
766	0.3541656044
767	0.3540622951
768	0.3539466567
769	0.3538525484
770	0.3537599206
771	0.353658932
772	0.3535468374
773	0.3534499874
774	0.3533490569
775	0.3532828964
776	0.353191305
777	0.3531030036
778	0.3530125473
779	0.3529521241
780	0.3528548672
781	0.3527888925
782	0.3526677012
783	0.3525806185
784	0.352504833
785	0.3524383187
786	0.3523439384
787	0.3522639561
788	0.3521900335
789	0.35210308
790	0.3519383445
791	0.3518658962
792	0.3517392269
793	0.3516718768
794	0.3515918658
795	0.3514641151
796	0.3513789356
797	0.3512833119
798	0.3511555945
799	0.3510707344
800	0.351004388
801	0.3509139163
802	0.3508192802
803	0.3507353897
804	0.3506592055
805	0.3505852207
806	0.3504692055
807	0.3503588382
808	0.3502527403
809	0.3501909373
810	0.3501195855
811	0.3500703098
812	0.3499573566
813	0.3499026472
814	0.3497929537
815	0.3496882242
816	0.349588329
817	0.3494738912
818	0.3493852022
819	0.3493343538
820	0.3492298448
821	0.3491128985
822	0.3489904167
823	0.3488640745
824	0.3487773784
825	0.348642777
826	0.3485972497
827	0.3485394589
828	0.3484602857
829	0.3483867439
830	0.3482921135
831	0.3481705987
832	0.3481057614
833	0.3480247566
834	0.3479404447
835	0.3478782412
836	0.3478135871
837	0.3477278821
838	0.3476392398
839	0.3475486891
840	0.3474203831
841	0.3473229041
842	0.3472745277
843	0.3472030677
844	0.3471446274
845	0.3470207471
846	0.3469821857
847	0.3468672174
848	0.3467827788
849	0.3466778883
850	0.3466239327
851	0.3465225586
852	0.3464399753
853	0.3463460297
854	0.3462425068
855	0.3461538901
856	0.3460316609
857	0.3459697273
858	0.3458933075
859	0.3457780513
860	0.3457024574
861	0.3455790687
862	0.3455333803
863	0.3454088508
864	0.3453513129
865	0.3453059745
866	0.3452065437
867	0.3450790391
868	0.3450026297
869	0.3449305793
870	0.344818274
871	0.3447661009
872	0.3446782554
873	0.3445715821
874	0.3445018951
875	0.3443839974
876	0.3443458982
877	0.34427529
878	0.3441930457
879	0.3440865841
880	0.3439909308
881	0.3438964751
882	0.3438074316
883	0.34370726
884	0.3436442071
885	0.3435576915
886	0.343477886
887	0.3433378863
888	0.3432886778
889	0.3432026029
890	0.3431292917
891	0.3430686556
892	0.3429236225
893	0.3428481245
894	0.3427776601
895	0.3426984723
896	0.3426126602
897	0.3424911734
898	0.342388651
899	0.3423064684
900	0.3422469493
901	0.3421398469
902	0.3420578491
903	0.3419751386
904	0.3419059151
905	0.3418080452
906	0.3417093837
907	0.3416381453
908	0.3415618203
909	0.3414797419
910	0.3413985916
911	0.3413043824
912	0.3412445334
913	0.3411409567
914	0.3410887359
915	0.341005571
916	0.3409351431
917	0.3408318952
918	0.3407665621
919	0.3407039311
920	0.3405893115
921	0.3405009607
922	0.3403849743
923	0.3403255046
924	0.3402414028
925	0.3401692931
926	0.3400488928
927	0.3399498352
928	0.3399088884
929	0.3398381885
930	0.3397835114
931	0.3396889802
932	0.3395941156
933	0.3395036625
934	0.3393882231
935	0.3392845917
936	0.3392160385
937	0.339136686
938	0.3390666038
939	0.3389969154
940	0.3389413562
941	0.3388528028
942	0.3387900353
943	0.3386877451
944	0.338628955
945	0.3385631527
946	0.3384730757
947	0.3383840813
948	0.3382961703
949	0.3382503899
950	0.3381504581
951	0.3380793494
952	0.3380116382
953	0.337914647
954	0.3378055352
955	0.3377390663
956	0.3376687236
957	0.3375851222
958	0.3374941901
959	0.3374023886
960	0.3373255059
961	0.3372358141
962	0.3371575106
963	0.3370711192
964	0.3370277529
965	0.336970887
966	0.3369442794
967	0.3368476543
968	0.3367890558
969	0.336713559
970	0.3366404833
971	0.3365774808
972	0.3365089376
973	0.336413059
974	0.3363381769
975	0.3362902285
976	0.3362324145
977	0.3361863889
978	0.3361323334
979	0.3360604633
980	0.3359903176
981	0.3359239436
982	0.3358367871
983	0.3357263266
984	0.3356723848
985	0.3355760023
986	0.3354371489
987	0.3353304436
988	0.3352902824
989	0.3352130544
990	0.3351127843
991	0.3350692128
992	0.3350275297
993	0.3349241755
994	0.3348443358
995	0.3347898472
996	0.3346863443
997	0.334635462
998	0.3344992443
999	0.3344330978
